,Category,Year,Zipcode,no crime of type,no in zipcode total,no in year total,% in zipcode total,% of type
7692,RECOVERED VEHICLE,2011,94122.0,11,3502,132699,0.0263905530562,0.00314106225014
7693,RECOVERED VEHICLE,2011,94123.0,11,2474,132699,0.0186436973903,0.00444624090542
7694,RECOVERED VEHICLE,2011,94124.0,104,9933,132699,0.0748536160785,0.010470150005
7695,RECOVERED VEHICLE,2011,94127.0,6,1188,132699,0.00895259195623,0.00505050505051
7696,RECOVERED VEHICLE,2011,94131.0,17,1841,132699,0.0138735031914,0.00923411189571
7697,RECOVERED VEHICLE,2011,94132.0,18,2474,132699,0.0186436973903,0.00727566693614
7698,RECOVERED VEHICLE,2011,94133.0,15,4551,132699,0.0342956616101,0.00329597890574
7699,RECOVERED VEHICLE,2011,94134.0,63,3686,132699,0.0277771497901,0.017091698318
7700,RECOVERED VEHICLE,2011,94158.0,2,317,132699,0.00238886502536,0.00630914826498
7701,RECOVERED VEHICLE,2012,94014.0,1,179,140856,0.00127080138581,0.00558659217877
7702,RECOVERED VEHICLE,2012,94102.0,36,16918,140856,0.120108479582,0.0021279111006
7703,RECOVERED VEHICLE,2012,94103.0,69,17623,140856,0.125113591185,0.00391533791068
7704,RECOVERED VEHICLE,2012,94104.0,2,1128,140856,0.00800817856534,0.00177304964539
7705,RECOVERED VEHICLE,2012,94105.0,16,3034,140856,0.0215397285171,0.00527356624918
7706,RECOVERED VEHICLE,2012,94107.0,54,7084,140856,0.0502924973022,0.00762281197064
7707,RECOVERED VEHICLE,2012,94108.0,6,4366,140856,0.0309961946953,0.00137425561154
7708,RECOVERED VEHICLE,2012,94109.0,36,10246,140856,0.0727409553019,0.00351356626976
7709,RECOVERED VEHICLE,2012,94110.0,56,14572,140856,0.103453172034,0.00384298654955
7710,RECOVERED VEHICLE,2012,94111.0,6,1970,140856,0.013985914693,0.00304568527919
7711,RECOVERED VEHICLE,2012,94112.0,80,6870,140856,0.0487732151985,0.0116448326055
7712,RECOVERED VEHICLE,2012,94114.0,18,4245,140856,0.0301371613563,0.00424028268551
7713,RECOVERED VEHICLE,2012,94115.0,26,5571,140856,0.03955103084,0.00466702566864
7714,RECOVERED VEHICLE,2012,94116.0,8,2342,140856,0.0166269097518,0.00341588385995
7715,RECOVERED VEHICLE,2012,94117.0,19,5558,140856,0.0394587380019,0.00341849586182
7716,RECOVERED VEHICLE,2012,94118.0,16,4185,140856,0.0297111944113,0.00382317801673
7717,RECOVERED VEHICLE,2012,94121.0,12,2699,140856,0.0191614130743,0.00444609114487
7718,RECOVERED VEHICLE,2012,94122.0,20,3481,140856,0.0247131822571,0.00574547543809
7719,RECOVERED VEHICLE,2012,94123.0,5,2804,140856,0.019906855228,0.00178316690442
7720,RECOVERED VEHICLE,2012,94124.0,100,10123,140856,0.0718677230647,0.00987849451744
7721,RECOVERED VEHICLE,2012,94127.0,6,1244,140856,0.00883171465894,0.0048231511254
7722,RECOVERED VEHICLE,2012,94131.0,18,2028,140856,0.0143976827398,0.00887573964497
7723,RECOVERED VEHICLE,2012,94132.0,26,2922,140856,0.0207445902198,0.00889801505818
7724,RECOVERED VEHICLE,2012,94133.0,25,5137,140856,0.0364698699381,0.00486665368892
7725,RECOVERED VEHICLE,2012,94134.0,61,3832,140856,0.0272050888851,0.0159185803758
7726,RECOVERED VEHICLE,2012,94158.0,1,500,140856,0.00354972454138,0.002
7727,RECOVERED VEHICLE,2013,0.0,1,114,152811,0.00074601959283,0.00877192982456
7728,RECOVERED VEHICLE,2013,94102.0,51,18855,152811,0.123387714235,0.00270485282418
7729,RECOVERED VEHICLE,2013,94103.0,67,20595,152811,0.134774329073,0.00325321680019
7730,RECOVERED VEHICLE,2013,94104.0,2,1145,152811,0.00749291608588,0.00174672489083
7731,RECOVERED VEHICLE,2013,94105.0,6,3334,152811,0.0218178010745,0.00179964007199
7732,RECOVERED VEHICLE,2013,94107.0,49,7546,152811,0.0493812618202,0.00649350649351
7733,RECOVERED VEHICLE,2013,94108.0,11,4795,152811,0.0313786311195,0.00229405630865
7734,RECOVERED VEHICLE,2013,94109.0,49,11301,152811,0.0739541001629,0.00433589947792
7735,RECOVERED VEHICLE,2013,94110.0,67,16090,152811,0.105293467093,0.0041640770665
7736,RECOVERED VEHICLE,2013,94111.0,15,2114,152811,0.0138340826249,0.00709555345317
7737,RECOVERED VEHICLE,2013,94112.0,78,7781,152811,0.0509191092264,0.0100244184552
7738,RECOVERED VEHICLE,2013,94114.0,22,4601,152811,0.0301090890054,0.00478156922408
7739,RECOVERED VEHICLE,2013,94115.0,38,6151,152811,0.0402523378553,0.00617785725898
7740,RECOVERED VEHICLE,2013,94116.0,11,2407,152811,0.0157514838591,0.00457000415455
7741,RECOVERED VEHICLE,2013,94117.0,15,6278,152811,0.0410834298578,0.00238929595413
7742,RECOVERED VEHICLE,2013,94118.0,12,4332,152811,0.0283487445276,0.00277008310249
7743,RECOVERED VEHICLE,2013,94121.0,13,3033,152811,0.0198480475882,0.00428618529509
7744,RECOVERED VEHICLE,2013,94122.0,20,3455,152811,0.022609628888,0.00578871201158
7745,RECOVERED VEHICLE,2013,94123.0,21,3006,152811,0.0196713587373,0.00698602794411
7746,RECOVERED VEHICLE,2013,94124.0,100,9992,152811,0.0653879629084,0.0100080064051
7747,RECOVERED VEHICLE,2013,94127.0,6,1301,152811,0.00851378500239,0.00461183704842
7748,RECOVERED VEHICLE,2013,94131.0,20,2093,152811,0.0136966579631,0.00955566172957
7749,RECOVERED VEHICLE,2013,94132.0,20,2793,152811,0.0182774800243,0.00716075904046
7750,RECOVERED VEHICLE,2013,94133.0,14,5271,152811,0.0344935901211,0.00265604249668
7751,RECOVERED VEHICLE,2013,94134.0,50,3673,152811,0.0240362277585,0.0136128505309
7752,RECOVERED VEHICLE,2013,94158.0,2,530,152811,0.00346833670351,0.00377358490566
7753,RECOVERED VEHICLE,2015,94005.0,1,60,156111,0.000384341910564,0.0166666666667
7754,RECOVERED VEHICLE,2015,94102.0,82,16857,156111,0.107980859773,0.0048644480038
7755,RECOVERED VEHICLE,2015,94103.0,84,19548,156111,0.125218594462,0.00429711479435
7756,RECOVERED VEHICLE,2015,94104.0,5,1483,156111,0.00949965088943,0.00337154416723
7757,RECOVERED VEHICLE,2015,94105.0,13,3982,156111,0.0255074914644,0.00326469110999
7758,RECOVERED VEHICLE,2015,94107.0,60,8529,156111,0.0546342025866,0.00703482237074
7759,RECOVERED VEHICLE,2015,94108.0,22,5064,156111,0.0324384572516,0.00434439178515
7760,RECOVERED VEHICLE,2015,94109.0,50,11879,156111,0.0760932925931,0.00420910851082
7761,RECOVERED VEHICLE,2015,94110.0,76,14265,156111,0.0913772892365,0.00532772520154
7762,RECOVERED VEHICLE,2015,94111.0,9,2870,156111,0.018384354722,0.00313588850174
7763,RECOVERED VEHICLE,2015,94112.0,80,7306,156111,0.0468000333096,0.0109499041883
7764,RECOVERED VEHICLE,2015,94114.0,17,4311,156111,0.027614966274,0.00394340060311
7765,RECOVERED VEHICLE,2015,94115.0,21,6707,156111,0.0429630199025,0.00313105710452
7766,RECOVERED VEHICLE,2015,94116.0,14,2893,156111,0.0185316857877,0.00483926719668
7767,RECOVERED VEHICLE,2015,94117.0,26,6001,156111,0.0384405967549,0.00433261123146
7768,RECOVERED VEHICLE,2015,94118.0,19,4605,156111,0.0294982416358,0.00412595005429
7769,RECOVERED VEHICLE,2015,94121.0,15,3271,156111,0.0209530398242,0.00458575359217
7770,RECOVERED VEHICLE,2015,94122.0,28,4165,156111,0.0266797342916,0.00672268907563
7771,RECOVERED VEHICLE,2015,94123.0,15,3813,156111,0.0244249284163,0.00393391030685
7772,RECOVERED VEHICLE,2015,94124.0,153,9441,156111,0.0604761996272,0.0162059103908
7773,RECOVERED VEHICLE,2015,94127.0,7,1566,156111,0.0100313238657,0.00446998722861
7774,RECOVERED VEHICLE,2015,94129.0,1,30,156111,0.000192170955282,0.0333333333333
7775,RECOVERED VEHICLE,2015,94131.0,24,2050,156111,0.0131316819443,0.0117073170732
7776,RECOVERED VEHICLE,2015,94132.0,23,3227,156111,0.0206711890898,0.00712736287574
7777,RECOVERED VEHICLE,2015,94133.0,22,7047,156111,0.0451409573957,0.0031218958422
7778,RECOVERED VEHICLE,2015,94134.0,42,3938,156111,0.02522564073,0.0106653123413
7779,RECOVERED VEHICLE,2015,94158.0,5,843,156111,0.00540000384342,0.00593119810202
7780,RECOVERED VEHICLE,2016,94102.0,32,8017,72504,0.110573209754,0.0039915180242
7781,RECOVERED VEHICLE,2016,94103.0,45,9453,72504,0.130379013572,0.00476039352586
7782,RECOVERED VEHICLE,2016,94105.0,4,1863,72504,0.0256951340616,0.00214707461084
7783,RECOVERED VEHICLE,2016,94107.0,26,3810,72504,0.0525488248924,0.00682414698163
7784,RECOVERED VEHICLE,2016,94108.0,7,2186,72504,0.0301500606863,0.0032021957914
7785,RECOVERED VEHICLE,2016,94109.0,29,5553,72504,0.076588877855,0.00522240230506
7786,RECOVERED VEHICLE,2016,94110.0,39,6525,72504,0.0899950347567,0.00597701149425
7787,RECOVERED VEHICLE,2016,94111.0,4,1227,72504,0.016923204237,0.00325998370008
7788,RECOVERED VEHICLE,2016,94112.0,16,3172,72504,0.0437493103829,0.00504413619168
7789,RECOVERED VEHICLE,2016,94114.0,10,1936,72504,0.0267019750634,0.0051652892562
7790,RECOVERED VEHICLE,2016,94115.0,10,3149,72504,0.0434320865056,0.00317561130518
7791,RECOVERED VEHICLE,2016,94116.0,4,1277,72504,0.0176128213616,0.00313234142522
7792,RECOVERED VEHICLE,2016,94117.0,9,2890,72504,0.0398598698003,0.00311418685121
7793,RECOVERED VEHICLE,2016,94118.0,10,2072,72504,0.0285777336423,0.00482625482625
7794,RECOVERED VEHICLE,2016,94121.0,8,1655,72504,0.0228263268233,0.00483383685801
7795,RECOVERED VEHICLE,2016,94122.0,8,1962,72504,0.0270605759682,0.00407747196738
7796,RECOVERED VEHICLE,2016,94123.0,7,1795,72504,0.0247572547722,0.00389972144847
7797,RECOVERED VEHICLE,2016,94124.0,81,4324,72504,0.059638088933,0.0187326549491
7798,RECOVERED VEHICLE,2016,94127.0,2,649,72504,0.00895123027695,0.00308166409861
7799,RECOVERED VEHICLE,2016,94131.0,2,1008,72504,0.0139026812314,0.00198412698413
7800,RECOVERED VEHICLE,2016,94132.0,7,1601,72504,0.0220815403288,0.00437226733292
7801,RECOVERED VEHICLE,2016,94133.0,9,3412,72504,0.0470594725808,0.00263774912075
7802,RECOVERED VEHICLE,2016,94134.0,20,1580,72504,0.0217919011365,0.0126582278481
7803,RECOVERED VEHICLE,2016,94158.0,3,443,72504,0.00611000772371,0.00677200902935
7804,ROBBERY,2003,94014.0,5,169,149145,0.00113312548191,0.0295857988166
7805,ROBBERY,2003,94102.0,437,17910,149145,0.120084481545,0.0243997766611
7806,ROBBERY,2003,94103.0,263,17445,149145,0.116966710248,0.0150759529951
7807,ROBBERY,2003,94104.0,36,1114,149145,0.00746924134232,0.032315978456
7808,ROBBERY,2003,94105.0,38,2638,149145,0.0176874853331,0.0144048521607
7809,ROBBERY,2003,94107.0,115,6701,149145,0.0449294310905,0.017161617669
7810,ROBBERY,2003,94108.0,86,4313,149145,0.0289181668846,0.0199397171342
7811,ROBBERY,2003,94109.0,227,12563,149145,0.0842334640786,0.0180689325798
7812,ROBBERY,2003,94110.0,423,17182,149145,0.115203325623,0.0246187871028
7813,ROBBERY,2003,94111.0,37,2258,149145,0.0151396292199,0.0163861824624
7814,ROBBERY,2003,94112.0,262,7746,149145,0.0519360354018,0.0338239091144
7815,ROBBERY,2003,94114.0,98,4161,149145,0.0278990244393,0.0235520307618
7816,ROBBERY,2003,94115.0,189,6435,149145,0.0431459318113,0.0293706293706
7817,ROBBERY,2003,94116.0,34,2167,149145,0.0145294847296,0.0156898938625
7818,ROBBERY,2003,94117.0,100,5344,149145,0.0358309028127,0.0187125748503
7819,ROBBERY,2003,94118.0,74,4197,149145,0.0281404002816,0.0176316416488
7820,ROBBERY,2003,94121.0,41,2618,149145,0.0175533876429,0.0156608097785
7821,ROBBERY,2003,94122.0,64,3701,149145,0.0248147775655,0.0172926236152
7822,ROBBERY,2003,94123.0,59,2885,149145,0.0193435918066,0.0204506065858
7823,ROBBERY,2003,94124.0,233,10528,149145,0.0705890241041,0.0221314589666
7824,ROBBERY,2003,94127.0,27,1313,149145,0.00880351335948,0.020563594821
7825,ROBBERY,2003,94129.0,1,73,149145,0.000489456569111,0.013698630137
7826,ROBBERY,2003,94131.0,36,2282,149145,0.0153005464481,0.0157756354075
7827,ROBBERY,2003,94132.0,58,3250,149145,0.0217908746522,0.0178461538462
7828,ROBBERY,2003,94133.0,87,4755,149145,0.0318817258373,0.0182965299685
7829,ROBBERY,2003,94134.0,168,4546,149145,0.030480404975,0.0369555653322
7830,ROBBERY,2003,94158.0,5,803,149145,0.00538402226022,0.00622665006227
7831,ROBBERY,2004,94005.0,1,23,148110,0.000155289987172,0.0434782608696
7832,ROBBERY,2004,94014.0,4,145,148110,0.000979002093039,0.0275862068966
7833,ROBBERY,2004,94102.0,464,17564,148110,0.118587536291,0.026417672512
7834,ROBBERY,2004,94103.0,331,17094,148110,0.115414219161,0.0193635193635
7835,ROBBERY,2004,94104.0,40,1013,148110,0.00683951117413,0.0394866732478
7836,ROBBERY,2004,94105.0,44,2317,148110,0.0156437782729,0.0189900733707
7837,ROBBERY,2004,94107.0,104,6778,148110,0.0457632840456,0.015343759221
7838,ROBBERY,2004,94108.0,77,4166,148110,0.0281277428938,0.0184829572732
7839,ROBBERY,2004,94109.0,300,12175,148110,0.0822024171224,0.0246406570842
7840,ROBBERY,2004,94110.0,429,17392,148110,0.117426237256,0.0246665133395
7841,ROBBERY,2004,94111.0,27,2222,148110,0.0150023631085,0.0121512151215
7842,ROBBERY,2004,94112.0,229,7734,148110,0.0522179461211,0.029609516421
7843,ROBBERY,2004,94114.0,85,4069,148110,0.0274728242522,0.0208896534775
7844,ROBBERY,2004,94115.0,164,5844,148110,0.0394571602188,0.0280629705681
7845,ROBBERY,2004,94116.0,45,2608,148110,0.0176085341976,0.017254601227
7846,ROBBERY,2004,94117.0,143,5510,148110,0.0372020795355,0.0259528130672
7847,ROBBERY,2004,94118.0,82,4011,148110,0.027081223415,0.0204437796061
7848,ROBBERY,2004,94121.0,58,2870,148110,0.0193774897036,0.0202090592334
7849,ROBBERY,2004,94122.0,74,3996,148110,0.0269799473364,0.0185185185185
7850,ROBBERY,2004,94123.0,47,2905,148110,0.0196138005536,0.0161790017212
7851,ROBBERY,2004,94124.0,256,10905,148110,0.0736277091351,0.0234754699679
7852,ROBBERY,2004,94127.0,28,1370,148110,0.00924988184457,0.0204379562044
7853,ROBBERY,2004,94129.0,1,78,148110,0.000526635608669,0.0128205128205
7854,ROBBERY,2004,94131.0,41,2388,148110,0.0161231517116,0.0171691792295
7855,ROBBERY,2004,94132.0,53,3129,148110,0.0211261899939,0.0169383189517
7856,ROBBERY,2004,94133.0,79,4821,148110,0.0325501316589,0.0163866417756
7857,ROBBERY,2004,94134.0,170,4401,148110,0.0297144014584,0.0386275846399
7858,ROBBERY,2004,94158.0,3,561,148110,0.00378772533927,0.00534759358289
7859,ROBBERY,2005,94014.0,4,183,142112,0.00128771673047,0.0218579234973
7860,ROBBERY,2005,94102.0,510,16717,142112,0.117632571493,0.0305078662439
7861,ROBBERY,2005,94103.0,410,16612,142112,0.116893717631,0.0246809535276
7862,ROBBERY,2005,94104.0,36,986,142112,0.00693818959694,0.0365111561866
7863,ROBBERY,2005,94105.0,52,2215,142112,0.0155862981311,0.0234762979684
7864,ROBBERY,2005,94107.0,129,6896,142112,0.0485251069579,0.0187064965197
7865,ROBBERY,2005,94108.0,84,3880,142112,0.0273024093673,0.0216494845361
7866,ROBBERY,2005,94109.0,282,11877,142112,0.0835749268183,0.0237433695378
7867,ROBBERY,2005,94110.0,484,16092,142112,0.11323463184,0.0300770569227
7868,ROBBERY,2005,94111.0,31,1893,142112,0.0133204796217,0.0163761225568
7869,ROBBERY,2005,94112.0,260,7662,142112,0.0539152217969,0.0339336987732
7870,ROBBERY,2005,94114.0,83,3920,142112,0.0275838775051,0.0211734693878
7871,ROBBERY,2005,94115.0,135,6001,142112,0.0422272573745,0.0224962506249
7872,ROBBERY,2005,94116.0,32,2685,142112,0.0188935487503,0.0119180633147
7873,ROBBERY,2005,94117.0,132,5508,142112,0.038758162576,0.0239651416122
7874,ROBBERY,2005,94118.0,62,3799,142112,0.0267324363882,0.0163200842327
7875,ROBBERY,2005,94121.0,63,2428,142112,0.0170851159649,0.0259472817133
7876,ROBBERY,2005,94122.0,53,3759,142112,0.0264509682504,0.0140994945464
7877,ROBBERY,2005,94123.0,51,3022,142112,0.0212649178113,0.0168762409001
7878,ROBBERY,2005,94124.0,252,9893,142112,0.0696141071831,0.025472556353
7879,ROBBERY,2005,94127.0,28,1258,142112,0.00885217293402,0.0222575516693
7880,ROBBERY,2005,94129.0,1,72,142112,0.000506642648052,0.0138888888889
7881,ROBBERY,2005,94131.0,35,2153,142112,0.0151500225175,0.0162563864375
7882,ROBBERY,2005,94132.0,75,2961,142112,0.0208356789011,0.0253292806484
7883,ROBBERY,2005,94133.0,109,4897,142112,0.034458736771,0.0222585256279
7884,ROBBERY,2005,94134.0,168,4240,142112,0.0298356226075,0.0396226415094
7885,ROBBERY,2005,94158.0,4,446,142112,0.00313836973655,0.00896860986547
7886,ROBBERY,2006,94014.0,8,154,137853,0.00111713201744,0.0519480519481
7887,ROBBERY,2006,94015.0,1,5,137853,3.62705200467e-05,0.2
7888,ROBBERY,2006,94102.0,559,16965,137853,0.123065874519,0.0329501915709
7889,ROBBERY,2006,94103.0,461,16543,137853,0.120004642627,0.0278667714441
7890,ROBBERY,2006,94104.0,34,904,137853,0.00655771002445,0.037610619469
7891,ROBBERY,2006,94105.0,69,2293,137853,0.0166336604934,0.0300915830789
7892,ROBBERY,2006,94107.0,137,5766,137853,0.0418271637179,0.0237599722511
7893,ROBBERY,2006,94108.0,99,3837,137853,0.0278339970839,0.0258014073495
7894,ROBBERY,2006,94109.0,288,11966,137853,0.0868026085758,0.0240681932141
7895,ROBBERY,2006,94110.0,559,15373,137853,0.111517340936,0.0363624536525
7896,ROBBERY,2006,94111.0,44,1996,137853,0.0144791916026,0.0220440881764
7897,ROBBERY,2006,94112.0,269,7200,137853,0.0522295488673,0.0373611111111
7898,ROBBERY,2006,94114.0,109,3762,137853,0.0272899392831,0.0289739500266
7899,ROBBERY,2006,94115.0,144,6103,137853,0.044271796769,0.0235949533017
7900,ROBBERY,2006,94116.0,55,2396,137853,0.0173808332064,0.0229549248748
7901,ROBBERY,2006,94117.0,141,5229,137853,0.0379317098649,0.0269650028686
7902,ROBBERY,2006,94118.0,70,3523,137853,0.0255562084249,0.0198694294635
7903,ROBBERY,2006,94121.0,46,2058,137853,0.0149289460512,0.022351797862
7904,ROBBERY,2006,94122.0,68,3395,137853,0.0246276831117,0.020029455081
7905,ROBBERY,2006,94123.0,66,2671,137853,0.019375711809,0.0247098464994
7906,ROBBERY,2006,94124.0,375,10290,137853,0.0746447302561,0.036443148688
7907,ROBBERY,2006,94127.0,37,1314,137853,0.00953189266828,0.0281582952816
7908,ROBBERY,2006,94129.0,1,76,137853,0.00055131190471,0.0131578947368
7909,ROBBERY,2006,94131.0,63,2066,137853,0.0149869788833,0.0304937076476
7910,ROBBERY,2006,94132.0,91,2797,137853,0.0202897289141,0.0325348587773
7911,ROBBERY,2006,94133.0,126,4831,137853,0.0350445764691,0.0260815566135
7912,ROBBERY,2006,94134.0,204,3966,137853,0.0287697765011,0.0514372163389
7913,ROBBERY,2006,94158.0,7,343,137853,0.0024881576752,0.0204081632653
7914,ROBBERY,2007,94005.0,2,33,137639,0.000239757626835,0.0606060606061
7915,ROBBERY,2007,94014.0,7,168,137639,0.00122058428207,0.0416666666667
7916,ROBBERY,2007,94102.0,571,19282,137639,0.140091107898,0.0296131106732
7917,ROBBERY,2007,94103.0,451,17163,137639,0.124695762102,0.026277457321
7918,ROBBERY,2007,94104.0,37,860,137639,0.00624822906298,0.043023255814
7919,ROBBERY,2007,94105.0,69,2205,137639,0.0160201687022,0.0312925170068
7920,ROBBERY,2007,94107.0,121,5786,137639,0.0420375039051,0.0209125475285
7921,ROBBERY,2007,94108.0,96,3863,137639,0.028066173105,0.0248511519544
7922,ROBBERY,2007,94109.0,262,11842,137639,0.0860366611208,0.0221246411079
7923,ROBBERY,2007,94110.0,548,15374,137639,0.111697992575,0.0356445947704
7924,ROBBERY,2007,94111.0,33,1918,137639,0.013935003887,0.0172054223149
7925,ROBBERY,2007,94112.0,328,7442,137639,0.0540689775427,0.0440741736092
7926,ROBBERY,2007,94114.0,96,3288,137639,0.023888578092,0.029197080292
7927,ROBBERY,2007,94115.0,123,5152,137639,0.0374312513169,0.0238742236025
7928,ROBBERY,2007,94116.0,45,2164,137639,0.0157222880143,0.0207948243993
7929,ROBBERY,2007,94117.0,89,4945,137639,0.0359273171122,0.0179979777553
7930,ROBBERY,2007,94118.0,63,3605,137639,0.0261917043861,0.0174757281553
7931,ROBBERY,2007,94121.0,31,2210,137639,0.0160564956153,0.0140271493213
7932,ROBBERY,2007,94122.0,75,3210,137639,0.0233218782467,0.0233644859813
7933,ROBBERY,2007,94123.0,44,2623,137639,0.0190570986421,0.0167746854746
7934,ROBBERY,2007,94124.0,406,9743,137639,0.0707866229775,0.0416709432413
7935,ROBBERY,2007,94127.0,21,1075,137639,0.00781028632873,0.0195348837209
7936,ROBBERY,2007,94131.0,40,1727,137639,0.0125473158044,0.023161551824
7937,ROBBERY,2007,94132.0,82,2459,137639,0.0178655758906,0.0333468889793
7938,ROBBERY,2007,94133.0,127,4891,137639,0.0355349864501,0.0259660601104
7939,ROBBERY,2007,94134.0,249,4081,137639,0.0296500265186,0.0610144572409
7940,ROBBERY,2007,94158.0,11,422,137639,0.00306599147044,0.0260663507109
7941,ROBBERY,2008,94014.0,6,162,141311,0.00114640756912,0.037037037037
7942,ROBBERY,2008,94102.0,498,20964,141311,0.148353631352,0.0237550085861
7943,ROBBERY,2008,94103.0,434,16126,141311,0.114117089257,0.0269130596552
7944,ROBBERY,2008,94104.0,44,925,141311,0.00654584568788,0.0475675675676
7945,ROBBERY,2008,94105.0,79,2334,141311,0.0165167609033,0.0338474721508
7946,ROBBERY,2008,94107.0,206,6110,141311,0.0432379644897,0.0337152209493
7947,ROBBERY,2008,94108.0,97,3970,141311,0.0280940620334,0.0244332493703
7948,ROBBERY,2008,94109.0,307,11796,141311,0.0834754548478,0.0260257714479
7949,ROBBERY,2008,94110.0,582,16644,141311,0.117782762842,0.034967555876
7950,ROBBERY,2008,94111.0,40,1996,141311,0.014124873506,0.0200400801603
7951,ROBBERY,2008,94112.0,346,7208,141311,0.0510080602359,0.0480022197558
7952,ROBBERY,2008,94114.0,107,3511,141311,0.0248459072542,0.0304756479635
7953,ROBBERY,2008,94115.0,138,5271,141311,0.037300705536,0.0261809903244
7954,ROBBERY,2008,94116.0,39,2571,141311,0.0181939127173,0.0151691948658
7955,ROBBERY,2008,94117.0,137,4681,141311,0.0331255174756,0.0292672505875
7956,ROBBERY,2008,94118.0,62,3537,141311,0.0250298985925,0.017528979361
7957,ROBBERY,2008,94121.0,42,2483,141311,0.0175711728032,0.0169150221506
7958,ROBBERY,2008,94122.0,88,3687,141311,0.0260913870824,0.0238676430702
7959,ROBBERY,2008,94123.0,51,2764,141311,0.0195596945744,0.0184515195369
7960,ROBBERY,2008,94124.0,380,9864,141311,0.0698034830976,0.0385239253852
7961,ROBBERY,2008,94127.0,27,1094,141311,0.00774178938653,0.0246800731261
7962,ROBBERY,2008,94131.0,56,1773,141311,0.0125467939509,0.0315848843768
7963,ROBBERY,2008,94132.0,81,2446,141311,0.0173093389757,0.0331152902698
7964,ROBBERY,2008,94133.0,100,4857,141311,0.0343709973038,0.0205888408483
7965,ROBBERY,2008,94134.0,274,4017,141311,0.0284266617602,0.0682101070451
7966,ROBBERY,2008,94158.0,8,389,141311,0.00275279348388,0.0205655526992
7967,ROBBERY,2009,94014.0,5,169,139860,0.00120835120835,0.0295857988166
7968,ROBBERY,2009,94102.0,466,21141,139860,0.151158301158,0.022042476704
7969,ROBBERY,2009,94103.0,390,16786,139860,0.12002002002,0.0232336470869
7970,ROBBERY,2009,94104.0,36,950,139860,0.00679250679251,0.0378947368421
7971,ROBBERY,2009,94105.0,59,2493,139860,0.017824967825,0.0236662655435
7972,ROBBERY,2009,94107.0,138,5780,139860,0.041327041327,0.023875432526
7973,ROBBERY,2009,94108.0,54,3872,139860,0.0276848276848,0.0139462809917
7974,ROBBERY,2009,94109.0,295,11604,139860,0.0829686829687,0.0254222681834
7975,ROBBERY,2009,94110.0,467,15629,139860,0.111747461747,0.0298803506302
7976,ROBBERY,2009,94111.0,46,1918,139860,0.0137137137137,0.0239833159541
7977,ROBBERY,2009,94112.0,288,7206,139860,0.051522951523,0.0399666944213
7978,ROBBERY,2009,94114.0,116,3570,139860,0.0255255255255,0.0324929971989
7979,ROBBERY,2009,94115.0,133,4848,139860,0.0346632346632,0.0274339933993
7980,ROBBERY,2009,94116.0,29,2323,139860,0.0166094666095,0.0124838570814
7981,ROBBERY,2009,94117.0,138,5175,139860,0.0370012870013,0.0266666666667
7982,ROBBERY,2009,94118.0,70,3751,139860,0.0268196768197,0.0186616902159
7983,ROBBERY,2009,94121.0,38,2315,139860,0.0165522665523,0.0164146868251
7984,ROBBERY,2009,94122.0,65,3338,139860,0.0238667238667,0.0194727381666
7985,ROBBERY,2009,94123.0,49,2895,139860,0.0206992706993,0.0169257340242
7986,ROBBERY,2009,94124.0,287,9583,139860,0.0685185185185,0.0299488677867
7987,ROBBERY,2009,94127.0,17,1239,139860,0.00885885885886,0.0137207425343
7988,ROBBERY,2009,94131.0,38,1754,139860,0.0125411125411,0.0216647662486
7989,ROBBERY,2009,94132.0,64,2500,139860,0.017875017875,0.0256
7990,ROBBERY,2009,94133.0,96,4645,139860,0.0332117832118,0.0206673842842
7991,ROBBERY,2009,94134.0,187,3843,139860,0.0274774774775,0.0486599011189
7992,ROBBERY,2009,94158.0,7,419,139860,0.00299585299585,0.0167064439141
7993,ROBBERY,2010,0.0,1,49,133525,0.000366972477064,0.0204081632653
7994,ROBBERY,2010,94005.0,1,44,133525,0.000329526305935,0.0227272727273
7995,ROBBERY,2010,94014.0,6,162,133525,0.00121325594458,0.037037037037
7996,ROBBERY,2010,94102.0,440,17621,133525,0.131967796293,0.0249702060042
7997,ROBBERY,2010,94103.0,478,18562,133525,0.139015165699,0.0257515353949
7998,ROBBERY,2010,94104.0,32,926,133525,0.00693503089309,0.0345572354212
7999,ROBBERY,2010,94105.0,61,2725,133525,0.0204081632653,0.0223853211009
8000,ROBBERY,2010,94107.0,113,6198,133525,0.0464182737315,0.0182316876412
8001,ROBBERY,2010,94108.0,72,3838,133525,0.0287436809586,0.0187597707139
8002,ROBBERY,2010,94109.0,249,10601,133525,0.0793933720277,0.0234883501556
8003,ROBBERY,2010,94110.0,396,14683,133525,0.109964426137,0.026969965266
8004,ROBBERY,2010,94111.0,45,1704,133525,0.0127616551208,0.0264084507042
8005,ROBBERY,2010,94112.0,258,7030,133525,0.0526493166074,0.0366998577525
8006,ROBBERY,2010,94114.0,96,3488,133525,0.0261224489796,0.0275229357798
8007,ROBBERY,2010,94115.0,146,4630,133525,0.0346751544655,0.0315334773218
8008,ROBBERY,2010,94116.0,23,2046,133525,0.015322973226,0.0112414467253
8009,ROBBERY,2010,94117.0,99,4520,133525,0.0338513387006,0.0219026548673
8010,ROBBERY,2010,94118.0,71,3474,133525,0.0260175997004,0.0204375359816
