,Category,Year,Zipcode,no crime of type,no in zipcode total,no in year total,% in zipcode total,% of type
2985,DRUNKENNESS,2015,94102.0,57,16857,156111,0.107980859773,0.003381384588
2986,DRUNKENNESS,2015,94103.0,63,19548,156111,0.125218594462,0.00322283609576
2987,DRUNKENNESS,2015,94104.0,1,1483,156111,0.00949965088943,0.000674308833446
2988,DRUNKENNESS,2015,94105.0,19,3982,156111,0.0255074914644,0.0047714716223
2989,DRUNKENNESS,2015,94107.0,22,8529,156111,0.0546342025866,0.00257943486927
2990,DRUNKENNESS,2015,94108.0,19,5064,156111,0.0324384572516,0.00375197472354
2991,DRUNKENNESS,2015,94109.0,31,11879,156111,0.0760932925931,0.00260964727671
2992,DRUNKENNESS,2015,94110.0,118,14265,156111,0.0913772892365,0.00827199439187
2993,DRUNKENNESS,2015,94111.0,9,2870,156111,0.018384354722,0.00313588850174
2994,DRUNKENNESS,2015,94112.0,15,7306,156111,0.0468000333096,0.00205310703531
2995,DRUNKENNESS,2015,94114.0,20,4311,156111,0.027614966274,0.00463929482719
2996,DRUNKENNESS,2015,94115.0,11,6707,156111,0.0429630199025,0.00164007753094
2997,DRUNKENNESS,2015,94116.0,7,2893,156111,0.0185316857877,0.00241963359834
2998,DRUNKENNESS,2015,94117.0,26,6001,156111,0.0384405967549,0.00433261123146
2999,DRUNKENNESS,2015,94118.0,16,4605,156111,0.0294982416358,0.00347448425624
3000,DRUNKENNESS,2015,94121.0,14,3271,156111,0.0209530398242,0.00428003668603
3001,DRUNKENNESS,2015,94122.0,15,4165,156111,0.0266797342916,0.00360144057623
3002,DRUNKENNESS,2015,94123.0,12,3813,156111,0.0244249284163,0.00314712824548
3003,DRUNKENNESS,2015,94124.0,25,9441,156111,0.0604761996272,0.00264802457367
3004,DRUNKENNESS,2015,94127.0,4,1566,156111,0.0100313238657,0.00255427841635
3005,DRUNKENNESS,2015,94131.0,1,2050,156111,0.0131316819443,0.000487804878049
3006,DRUNKENNESS,2015,94132.0,22,3227,156111,0.0206711890898,0.00681747753331
3007,DRUNKENNESS,2015,94133.0,39,7047,156111,0.0451409573957,0.00553426990209
3008,DRUNKENNESS,2015,94134.0,6,3938,156111,0.02522564073,0.00152361604876
3009,DRUNKENNESS,2015,94158.0,3,843,156111,0.00540000384342,0.00355871886121
3010,DRUNKENNESS,2016,94102.0,32,8017,72504,0.110573209754,0.0039915180242
3011,DRUNKENNESS,2016,94103.0,31,9453,72504,0.130379013572,0.00327938220671
3012,DRUNKENNESS,2016,94104.0,2,673,72504,0.00928224649675,0.00297176820208
3013,DRUNKENNESS,2016,94105.0,4,1863,72504,0.0256951340616,0.00214707461084
3014,DRUNKENNESS,2016,94107.0,6,3810,72504,0.0525488248924,0.00157480314961
3015,DRUNKENNESS,2016,94108.0,7,2186,72504,0.0301500606863,0.0032021957914
3016,DRUNKENNESS,2016,94109.0,25,5553,72504,0.076588877855,0.00450207095264
3017,DRUNKENNESS,2016,94110.0,40,6525,72504,0.0899950347567,0.00613026819923
3018,DRUNKENNESS,2016,94111.0,2,1227,72504,0.016923204237,0.00162999185004
3019,DRUNKENNESS,2016,94112.0,6,3172,72504,0.0437493103829,0.00189155107188
3020,DRUNKENNESS,2016,94114.0,5,1936,72504,0.0267019750634,0.0025826446281
3021,DRUNKENNESS,2016,94115.0,4,3149,72504,0.0434320865056,0.00127024452207
3022,DRUNKENNESS,2016,94116.0,4,1277,72504,0.0176128213616,0.00313234142522
3023,DRUNKENNESS,2016,94117.0,4,2890,72504,0.0398598698003,0.00138408304498
3024,DRUNKENNESS,2016,94118.0,4,2072,72504,0.0285777336423,0.0019305019305
3025,DRUNKENNESS,2016,94121.0,5,1655,72504,0.0228263268233,0.00302114803625
3026,DRUNKENNESS,2016,94122.0,13,1962,72504,0.0270605759682,0.00662589194699
3027,DRUNKENNESS,2016,94123.0,10,1795,72504,0.0247572547722,0.00557103064067
3028,DRUNKENNESS,2016,94124.0,6,4324,72504,0.059638088933,0.00138760407031
3029,DRUNKENNESS,2016,94127.0,5,649,72504,0.00895123027695,0.00770416024653
3030,DRUNKENNESS,2016,94131.0,1,1008,72504,0.0139026812314,0.000992063492063
3031,DRUNKENNESS,2016,94132.0,5,1601,72504,0.0220815403288,0.00312304809494
3032,DRUNKENNESS,2016,94133.0,13,3412,72504,0.0470594725808,0.00381008206331
3033,DRUNKENNESS,2016,94134.0,5,1580,72504,0.0217919011365,0.00316455696203
3034,EMBEZZLEMENT,2003,94102.0,37,17910,149145,0.120084481545,0.00206588498046
3035,EMBEZZLEMENT,2003,94103.0,37,17445,149145,0.116966710248,0.00212095156205
3036,EMBEZZLEMENT,2003,94104.0,4,1114,149145,0.00746924134232,0.00359066427289
3037,EMBEZZLEMENT,2003,94105.0,4,2638,149145,0.0176874853331,0.00151630022745
3038,EMBEZZLEMENT,2003,94107.0,13,6701,149145,0.0449294310905,0.00194000895389
3039,EMBEZZLEMENT,2003,94108.0,15,4313,149145,0.0289181668846,0.00347785763969
3040,EMBEZZLEMENT,2003,94109.0,13,12563,149145,0.0842334640786,0.00103478468519
3041,EMBEZZLEMENT,2003,94110.0,11,17182,149145,0.115203325623,0.000640204865557
3042,EMBEZZLEMENT,2003,94111.0,8,2258,149145,0.0151396292199,0.00354295837024
3043,EMBEZZLEMENT,2003,94112.0,7,7746,149145,0.0519360354018,0.000903692228247
3044,EMBEZZLEMENT,2003,94114.0,6,4161,149145,0.0278990244393,0.00144196106705
3045,EMBEZZLEMENT,2003,94115.0,9,6435,149145,0.0431459318113,0.0013986013986
3046,EMBEZZLEMENT,2003,94116.0,5,2167,149145,0.0145294847296,0.00230733733272
3047,EMBEZZLEMENT,2003,94117.0,3,5344,149145,0.0358309028127,0.000561377245509
3048,EMBEZZLEMENT,2003,94118.0,5,4197,149145,0.0281404002816,0.00119132713843
3049,EMBEZZLEMENT,2003,94121.0,2,2618,149145,0.0175533876429,0.000763941940413
3050,EMBEZZLEMENT,2003,94122.0,3,3701,149145,0.0248147775655,0.000810591731964
3051,EMBEZZLEMENT,2003,94123.0,7,2885,149145,0.0193435918066,0.00242634315425
3052,EMBEZZLEMENT,2003,94124.0,17,10528,149145,0.0705890241041,0.00161474164134
3053,EMBEZZLEMENT,2003,94127.0,5,1313,149145,0.00880351335948,0.003808073115
3054,EMBEZZLEMENT,2003,94131.0,5,2282,149145,0.0153005464481,0.00219106047327
3055,EMBEZZLEMENT,2003,94132.0,7,3250,149145,0.0217908746522,0.00215384615385
3056,EMBEZZLEMENT,2003,94133.0,6,4755,149145,0.0318817258373,0.001261829653
3057,EMBEZZLEMENT,2003,94134.0,10,4546,149145,0.030480404975,0.00219973603168
3058,EMBEZZLEMENT,2003,94158.0,1,803,149145,0.00538402226022,0.00124533001245
3059,EMBEZZLEMENT,2004,94014.0,1,145,148110,0.000979002093039,0.00689655172414
3060,EMBEZZLEMENT,2004,94102.0,21,17564,148110,0.118587536291,0.00119562741972
3061,EMBEZZLEMENT,2004,94103.0,25,17094,148110,0.115414219161,0.0014625014625
3062,EMBEZZLEMENT,2004,94104.0,8,1013,148110,0.00683951117413,0.00789733464956
3063,EMBEZZLEMENT,2004,94105.0,4,2317,148110,0.0156437782729,0.00172637030643
3064,EMBEZZLEMENT,2004,94107.0,5,6778,148110,0.0457632840456,0.000737680731779
3065,EMBEZZLEMENT,2004,94108.0,16,4166,148110,0.0281277428938,0.00384061449832
3066,EMBEZZLEMENT,2004,94109.0,18,12175,148110,0.0822024171224,0.00147843942505
3067,EMBEZZLEMENT,2004,94110.0,10,17392,148110,0.117426237256,0.00057497700092
3068,EMBEZZLEMENT,2004,94111.0,5,2222,148110,0.0150023631085,0.0022502250225
3069,EMBEZZLEMENT,2004,94112.0,5,7734,148110,0.0522179461211,0.000646495991725
3070,EMBEZZLEMENT,2004,94114.0,5,4069,148110,0.0274728242522,0.00122880314574
3071,EMBEZZLEMENT,2004,94115.0,9,5844,148110,0.0394571602188,0.00154004106776
3072,EMBEZZLEMENT,2004,94116.0,2,2608,148110,0.0176085341976,0.000766871165644
3073,EMBEZZLEMENT,2004,94117.0,4,5510,148110,0.0372020795355,0.000725952813067
3074,EMBEZZLEMENT,2004,94118.0,6,4011,148110,0.027081223415,0.00149588631264
3075,EMBEZZLEMENT,2004,94121.0,3,2870,148110,0.0193774897036,0.00104529616725
3076,EMBEZZLEMENT,2004,94122.0,6,3996,148110,0.0269799473364,0.0015015015015
3077,EMBEZZLEMENT,2004,94123.0,6,2905,148110,0.0196138005536,0.00206540447504
3078,EMBEZZLEMENT,2004,94124.0,17,10905,148110,0.0736277091351,0.00155891792756
3079,EMBEZZLEMENT,2004,94127.0,2,1370,148110,0.00924988184457,0.0014598540146
3080,EMBEZZLEMENT,2004,94131.0,4,2388,148110,0.0161231517116,0.00167504187605
3081,EMBEZZLEMENT,2004,94132.0,7,3129,148110,0.0211261899939,0.00223713646532
3082,EMBEZZLEMENT,2004,94133.0,9,4821,148110,0.0325501316589,0.00186683260734
3083,EMBEZZLEMENT,2004,94134.0,2,4401,148110,0.0297144014584,0.000454442172234
3084,EMBEZZLEMENT,2004,94158.0,1,561,148110,0.00378772533927,0.0017825311943
3085,EMBEZZLEMENT,2005,94102.0,28,16717,142112,0.117632571493,0.00167494167614
3086,EMBEZZLEMENT,2005,94103.0,20,16612,142112,0.116893717631,0.00120394895256
3087,EMBEZZLEMENT,2005,94104.0,5,986,142112,0.00693818959694,0.00507099391481
3088,EMBEZZLEMENT,2005,94105.0,6,2215,142112,0.0155862981311,0.00270880361174
3089,EMBEZZLEMENT,2005,94107.0,10,6896,142112,0.0485251069579,0.00145011600928
3090,EMBEZZLEMENT,2005,94108.0,14,3880,142112,0.0273024093673,0.00360824742268
3091,EMBEZZLEMENT,2005,94109.0,17,11877,142112,0.0835749268183,0.00143133787994
3092,EMBEZZLEMENT,2005,94110.0,16,16092,142112,0.11323463184,0.000994282873478
3093,EMBEZZLEMENT,2005,94111.0,3,1893,142112,0.0133204796217,0.00158478605388
3094,EMBEZZLEMENT,2005,94112.0,9,7662,142112,0.0539152217969,0.00117462803446
3095,EMBEZZLEMENT,2005,94114.0,6,3920,142112,0.0275838775051,0.0015306122449
3096,EMBEZZLEMENT,2005,94115.0,8,6001,142112,0.0422272573745,0.00133311114814
3097,EMBEZZLEMENT,2005,94116.0,5,2685,142112,0.0188935487503,0.00186219739292
3098,EMBEZZLEMENT,2005,94117.0,4,5508,142112,0.038758162576,0.000726216412491
3099,EMBEZZLEMENT,2005,94118.0,2,3799,142112,0.0267324363882,0.000526454330087
3100,EMBEZZLEMENT,2005,94122.0,5,3759,142112,0.0264509682504,0.00133014099495
3101,EMBEZZLEMENT,2005,94123.0,6,3022,142112,0.0212649178113,0.00198544010589
3102,EMBEZZLEMENT,2005,94124.0,11,9893,142112,0.0696141071831,0.00111189730112
3103,EMBEZZLEMENT,2005,94127.0,3,1258,142112,0.00885217293402,0.00238473767886
3104,EMBEZZLEMENT,2005,94131.0,3,2153,142112,0.0151500225175,0.00139340455179
3105,EMBEZZLEMENT,2005,94132.0,6,2961,142112,0.0208356789011,0.00202634245187
3106,EMBEZZLEMENT,2005,94133.0,8,4897,142112,0.034458736771,0.0016336532571
3107,EMBEZZLEMENT,2005,94134.0,2,4240,142112,0.0298356226075,0.000471698113208
3108,EMBEZZLEMENT,2006,94102.0,23,16965,137853,0.123065874519,0.00135573239022
3109,EMBEZZLEMENT,2006,94103.0,34,16543,137853,0.120004642627,0.00205524995466
3110,EMBEZZLEMENT,2006,94104.0,8,904,137853,0.00655771002445,0.00884955752212
3111,EMBEZZLEMENT,2006,94105.0,12,2293,137853,0.0166336604934,0.00523331879634
3112,EMBEZZLEMENT,2006,94107.0,12,5766,137853,0.0418271637179,0.00208116545265
3113,EMBEZZLEMENT,2006,94108.0,19,3837,137853,0.0278339970839,0.00495178524889
3114,EMBEZZLEMENT,2006,94109.0,8,11966,137853,0.0868026085758,0.000668560922614
3115,EMBEZZLEMENT,2006,94110.0,15,15373,137853,0.111517340936,0.000975736681194
3116,EMBEZZLEMENT,2006,94111.0,3,1996,137853,0.0144791916026,0.00150300601202
3117,EMBEZZLEMENT,2006,94112.0,10,7200,137853,0.0522295488673,0.00138888888889
3118,EMBEZZLEMENT,2006,94114.0,4,3762,137853,0.0272899392831,0.00106326422116
3119,EMBEZZLEMENT,2006,94115.0,6,6103,137853,0.044271796769,0.000983123054236
3120,EMBEZZLEMENT,2006,94116.0,4,2396,137853,0.0173808332064,0.0016694490818
3121,EMBEZZLEMENT,2006,94117.0,9,5229,137853,0.0379317098649,0.00172117039587
3122,EMBEZZLEMENT,2006,94118.0,3,3523,137853,0.0255562084249,0.000851546977008
3123,EMBEZZLEMENT,2006,94121.0,2,2058,137853,0.0149289460512,0.000971817298348
3124,EMBEZZLEMENT,2006,94122.0,6,3395,137853,0.0246276831117,0.00176730486009
3125,EMBEZZLEMENT,2006,94123.0,4,2671,137853,0.019375711809,0.00149756645451
3126,EMBEZZLEMENT,2006,94124.0,16,10290,137853,0.0746447302561,0.00155490767736
3127,EMBEZZLEMENT,2006,94131.0,4,2066,137853,0.0149869788833,0.00193610842207
3128,EMBEZZLEMENT,2006,94132.0,11,2797,137853,0.0202897289141,0.00393278512692
3129,EMBEZZLEMENT,2006,94133.0,13,4831,137853,0.0350445764691,0.00269095425378
3130,EMBEZZLEMENT,2006,94134.0,3,3966,137853,0.0287697765011,0.000756429652042
3131,EMBEZZLEMENT,2007,94014.0,2,168,137639,0.00122058428207,0.0119047619048
3132,EMBEZZLEMENT,2007,94102.0,24,19282,137639,0.140091107898,0.00124468416139
3133,EMBEZZLEMENT,2007,94103.0,28,17163,137639,0.124695762102,0.00163141641904
3134,EMBEZZLEMENT,2007,94104.0,9,860,137639,0.00624822906298,0.0104651162791
3135,EMBEZZLEMENT,2007,94105.0,9,2205,137639,0.0160201687022,0.00408163265306
3136,EMBEZZLEMENT,2007,94107.0,12,5786,137639,0.0420375039051,0.00207397165572
3137,EMBEZZLEMENT,2007,94108.0,18,3863,137639,0.028066173105,0.00465959099146
3138,EMBEZZLEMENT,2007,94109.0,18,11842,137639,0.0860366611208,0.00152001351123
3139,EMBEZZLEMENT,2007,94110.0,13,15374,137639,0.111697992575,0.000845583452582
3140,EMBEZZLEMENT,2007,94111.0,7,1918,137639,0.013935003887,0.0036496350365
3141,EMBEZZLEMENT,2007,94112.0,14,7442,137639,0.0540689775427,0.00188121472722
3142,EMBEZZLEMENT,2007,94114.0,13,3288,137639,0.023888578092,0.00395377128954
3143,EMBEZZLEMENT,2007,94115.0,14,5152,137639,0.0374312513169,0.00271739130435
3144,EMBEZZLEMENT,2007,94116.0,3,2164,137639,0.0157222880143,0.00138632162662
3145,EMBEZZLEMENT,2007,94117.0,11,4945,137639,0.0359273171122,0.00222446916077
3146,EMBEZZLEMENT,2007,94118.0,5,3605,137639,0.0261917043861,0.00138696255201
3147,EMBEZZLEMENT,2007,94121.0,7,2210,137639,0.0160564956153,0.00316742081448
3148,EMBEZZLEMENT,2007,94122.0,5,3210,137639,0.0233218782467,0.00155763239875
3149,EMBEZZLEMENT,2007,94123.0,5,2623,137639,0.0190570986421,0.00190621425848
3150,EMBEZZLEMENT,2007,94124.0,13,9743,137639,0.0707866229775,0.00133429128605
3151,EMBEZZLEMENT,2007,94127.0,3,1075,137639,0.00781028632873,0.00279069767442
3152,EMBEZZLEMENT,2007,94131.0,5,1727,137639,0.0125473158044,0.002895193978
3153,EMBEZZLEMENT,2007,94132.0,11,2459,137639,0.0178655758906,0.00447336315575
3154,EMBEZZLEMENT,2007,94133.0,17,4891,137639,0.0355349864501,0.0034757718258
3155,EMBEZZLEMENT,2007,94134.0,3,4081,137639,0.0296500265186,0.000735113942661
3156,EMBEZZLEMENT,2008,94102.0,20,20964,141311,0.148353631352,0.000954016409082
3157,EMBEZZLEMENT,2008,94103.0,31,16126,141311,0.114117089257,0.00192236140394
3158,EMBEZZLEMENT,2008,94104.0,5,925,141311,0.00654584568788,0.00540540540541
3159,EMBEZZLEMENT,2008,94105.0,5,2334,141311,0.0165167609033,0.00214224507284
3160,EMBEZZLEMENT,2008,94107.0,7,6110,141311,0.0432379644897,0.00114566284779
3161,EMBEZZLEMENT,2008,94108.0,23,3970,141311,0.0280940620334,0.00579345088161
3162,EMBEZZLEMENT,2008,94109.0,22,11796,141311,0.0834754548478,0.00186503899627
3163,EMBEZZLEMENT,2008,94110.0,16,16644,141311,0.117782762842,0.000961307378034
3164,EMBEZZLEMENT,2008,94111.0,4,1996,141311,0.014124873506,0.00200400801603
3165,EMBEZZLEMENT,2008,94112.0,8,7208,141311,0.0510080602359,0.00110987791343
3166,EMBEZZLEMENT,2008,94114.0,3,3511,141311,0.0248459072542,0.000854457419539
3167,EMBEZZLEMENT,2008,94115.0,6,5271,141311,0.037300705536,0.00113830392715
3168,EMBEZZLEMENT,2008,94116.0,2,2571,141311,0.0181939127173,0.000777907429016
3169,EMBEZZLEMENT,2008,94117.0,4,4681,141311,0.0331255174756,0.000854518265328
3170,EMBEZZLEMENT,2008,94118.0,4,3537,141311,0.0250298985925,0.00113090189426
3171,EMBEZZLEMENT,2008,94121.0,1,2483,141311,0.0175711728032,0.000402738622634
3172,EMBEZZLEMENT,2008,94122.0,5,3687,141311,0.0260913870824,0.00135611608354
3173,EMBEZZLEMENT,2008,94123.0,9,2764,141311,0.0195596945744,0.00325615050651
3174,EMBEZZLEMENT,2008,94124.0,13,9864,141311,0.0698034830976,0.00131792376318
3175,EMBEZZLEMENT,2008,94127.0,2,1094,141311,0.00774178938653,0.0018281535649
3176,EMBEZZLEMENT,2008,94131.0,2,1773,141311,0.0125467939509,0.00112803158488
3177,EMBEZZLEMENT,2008,94132.0,11,2446,141311,0.0173093389757,0.00449713818479
3178,EMBEZZLEMENT,2008,94133.0,33,4857,141311,0.0343709973038,0.00679431747993
3179,EMBEZZLEMENT,2008,94134.0,4,4017,141311,0.0284266617602,0.000995767986059
3180,EMBEZZLEMENT,2008,94158.0,2,389,141311,0.00275279348388,0.00514138817481
3181,EMBEZZLEMENT,2009,94102.0,19,21141,139860,0.151158301158,0.000898727590937
3182,EMBEZZLEMENT,2009,94103.0,26,16786,139860,0.12002002002,0.00154890980579
3183,EMBEZZLEMENT,2009,94104.0,5,950,139860,0.00679250679251,0.00526315789474
3184,EMBEZZLEMENT,2009,94105.0,12,2493,139860,0.017824967825,0.00481347773767
3185,EMBEZZLEMENT,2009,94107.0,10,5780,139860,0.041327041327,0.00173010380623
3186,EMBEZZLEMENT,2009,94108.0,3,3872,139860,0.0276848276848,0.00077479338843
3187,EMBEZZLEMENT,2009,94109.0,22,11604,139860,0.0829686829687,0.00189589796622
3188,EMBEZZLEMENT,2009,94110.0,14,15629,139860,0.111747461747,0.000895770682705
3189,EMBEZZLEMENT,2009,94111.0,6,1918,139860,0.0137137137137,0.00312825860271
3190,EMBEZZLEMENT,2009,94112.0,12,7206,139860,0.051522951523,0.00166527893422
3191,EMBEZZLEMENT,2009,94114.0,4,3570,139860,0.0255255255255,0.00112044817927
3192,EMBEZZLEMENT,2009,94115.0,5,4848,139860,0.0346632346632,0.00103135313531
3193,EMBEZZLEMENT,2009,94116.0,2,2323,139860,0.0166094666095,0.000860955660783
3194,EMBEZZLEMENT,2009,94117.0,7,5175,139860,0.0370012870013,0.00135265700483
3195,EMBEZZLEMENT,2009,94118.0,9,3751,139860,0.0268196768197,0.00239936017062
3196,EMBEZZLEMENT,2009,94121.0,4,2315,139860,0.0165522665523,0.00172786177106
3197,EMBEZZLEMENT,2009,94122.0,4,3338,139860,0.0238667238667,0.00119832234871
3198,EMBEZZLEMENT,2009,94123.0,5,2895,139860,0.0206992706993,0.00172711571675
3199,EMBEZZLEMENT,2009,94124.0,15,9583,139860,0.0685185185185,0.00156527183554
3200,EMBEZZLEMENT,2009,94127.0,2,1239,139860,0.00885885885886,0.00161420500404
3201,EMBEZZLEMENT,2009,94131.0,6,1754,139860,0.0125411125411,0.00342075256556
3202,EMBEZZLEMENT,2009,94132.0,7,2500,139860,0.017875017875,0.0028
3203,EMBEZZLEMENT,2009,94133.0,7,4645,139860,0.0332117832118,0.00150699677072
3204,EMBEZZLEMENT,2009,94134.0,6,3843,139860,0.0274774774775,0.0015612802498
3205,EMBEZZLEMENT,2009,94158.0,2,419,139860,0.00299585299585,0.00477326968974
3206,EMBEZZLEMENT,2010,94014.0,1,162,133525,0.00121325594458,0.00617283950617
3207,EMBEZZLEMENT,2010,94102.0,18,17621,133525,0.131967796293,0.00102150842744
3208,EMBEZZLEMENT,2010,94103.0,19,18562,133525,0.139015165699,0.00102359659519
3209,EMBEZZLEMENT,2010,94104.0,1,926,133525,0.00693503089309,0.00107991360691
3210,EMBEZZLEMENT,2010,94105.0,6,2725,133525,0.0204081632653,0.00220183486239
3211,EMBEZZLEMENT,2010,94107.0,7,6198,133525,0.0464182737315,0.00112939657954
3212,EMBEZZLEMENT,2010,94108.0,15,3838,133525,0.0287436809586,0.0039082855654
3213,EMBEZZLEMENT,2010,94109.0,15,10601,133525,0.0793933720277,0.00141496085275
3214,EMBEZZLEMENT,2010,94110.0,11,14683,133525,0.109964426137,0.000749165701832
3215,EMBEZZLEMENT,2010,94111.0,3,1704,133525,0.0127616551208,0.00176056338028
3216,EMBEZZLEMENT,2010,94112.0,4,7030,133525,0.0526493166074,0.000568990042674
3217,EMBEZZLEMENT,2010,94114.0,5,3488,133525,0.0261224489796,0.00143348623853
3218,EMBEZZLEMENT,2010,94115.0,7,4630,133525,0.0346751544655,0.00151187904968
3219,EMBEZZLEMENT,2010,94116.0,3,2046,133525,0.015322973226,0.00146627565982
3220,EMBEZZLEMENT,2010,94117.0,1,4520,133525,0.0338513387006,0.000221238938053
3221,EMBEZZLEMENT,2010,94118.0,6,3474,133525,0.0260175997004,0.00172711571675
3222,EMBEZZLEMENT,2010,94121.0,2,2355,133525,0.0176371466018,0.000849256900212
3223,EMBEZZLEMENT,2010,94122.0,3,3123,133525,0.0233888784872,0.000960614793468
3224,EMBEZZLEMENT,2010,94123.0,5,2358,133525,0.0176596143044,0.00212044105174
3225,EMBEZZLEMENT,2010,94124.0,9,9626,133525,0.0720913686576,0.000934967795554
3226,EMBEZZLEMENT,2010,94131.0,1,1786,133525,0.0133757723273,0.000559910414334
3227,EMBEZZLEMENT,2010,94133.0,6,4242,133525,0.0317693315858,0.001414427157
3228,EMBEZZLEMENT,2010,94134.0,6,3910,133525,0.0292829058229,0.00153452685422
3229,EMBEZZLEMENT,2010,94158.0,1,488,133525,0.00365474630219,0.00204918032787
3230,EMBEZZLEMENT,2011,94014.0,1,168,132699,0.00126602310492,0.00595238095238
3231,EMBEZZLEMENT,2011,94102.0,16,16828,132699,0.126813314343,0.000950796291894
3232,EMBEZZLEMENT,2011,94103.0,23,17178,132699,0.129450862478,0.00133892187682
3233,EMBEZZLEMENT,2011,94104.0,4,986,132699,0.0074303498896,0.00405679513185
3234,EMBEZZLEMENT,2011,94105.0,3,3031,132699,0.0228411668513,0.000989772352359
3235,EMBEZZLEMENT,2011,94107.0,7,5922,132699,0.0446273144485,0.00118203309693
3236,EMBEZZLEMENT,2011,94108.0,21,4097,132699,0.0308743848861,0.00512570173298
3237,EMBEZZLEMENT,2011,94109.0,6,9883,132699,0.0744768234877,0.000607103106344
3238,EMBEZZLEMENT,2011,94110.0,9,14232,132699,0.107250243031,0.000632377740304
3239,EMBEZZLEMENT,2011,94111.0,13,1762,132699,0.013278170898,0.00737797956867
3240,EMBEZZLEMENT,2011,94112.0,3,6655,132699,0.0501510938289,0.000450788880541
3241,EMBEZZLEMENT,2011,94114.0,7,3739,132699,0.0281765499363,0.0018721583311
3242,EMBEZZLEMENT,2011,94115.0,5,5289,132699,0.0398571202496,0.000945358290792
3243,EMBEZZLEMENT,2011,94116.0,6,2302,132699,0.0173475308782,0.00260642919201
3244,EMBEZZLEMENT,2011,94117.0,2,4691,132699,0.0353506808642,0.000426348326583
3245,EMBEZZLEMENT,2011,94118.0,4,3387,132699,0.0255239300974,0.00118098612341
3246,EMBEZZLEMENT,2011,94121.0,3,2446,132699,0.0184326935395,0.00122649223222
3247,EMBEZZLEMENT,2011,94122.0,5,3502,132699,0.0263905530562,0.00142775556825
3248,EMBEZZLEMENT,2011,94123.0,8,2474,132699,0.0186436973903,0.00323362974939
3249,EMBEZZLEMENT,2011,94124.0,7,9933,132699,0.0748536160785,0.000704721634954
3250,EMBEZZLEMENT,2011,94127.0,3,1188,132699,0.00895259195623,0.00252525252525
3251,EMBEZZLEMENT,2011,94132.0,4,2474,132699,0.0186436973903,0.0016168148747
3252,EMBEZZLEMENT,2011,94133.0,3,4551,132699,0.0342956616101,0.000659195781147
